X1 (mm),Y1 (mm),Z1 (mm)
4603.218719780445,-1907.642245,4791.747898817062
4607.320012,-1925.925549,4802.145153045654
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5255.422313690186,-2447.381671,5575.007717370987
5250.498935818672,-2464.718513,5577.780318498611
5246.821710169315,-2482.665168,5581.939220190048
0,0,0
5223.0444502830505,-2510.752519,5572.928266525269
0,0,0
5197.8251203894615,-2538.009301,5562.531012296677
0,0,0
5164.718877196312,-2561.208655,5543.815954685211
5161.994948983192,-2579.619336,5549.361157
5175.300885498524,-2606.142253,5572.235116243362
5167.9239320755005,-2622.333698,5572.928266525269
5163.7049614191055,-2640.145065,5577.087168216705
5157.5031833052635,-2656.965064,5579.166619062424
5153.1661158800125,-2674.76786,5583.3255207538605
5137.909514665604,-2686.890592,5575.700867652893
5136.019169330597,-2706.000667,5582.632370471954
5130.239737987518,-2723.096805,5585.404971599579
5119.954612255096,-2737.803653,5583.3255207538605
5126.760874807835,-2761.702719,5599.9611275196075
5112.562254667282,-2774.32441,5593.722774982452
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5487.240473628044,-3154.367329,6086.552625417709
5534.302124977112,-3204.051115,6149.629301071167
0,0,0
5590.369407176971,-3282.473961,6234.193635463715
5709.945581316948,-3376.285008,6379.062044382095
5735.480892062187,-3415.175689,6419.264760732651
5719.412727355957,-3429.419729,6413.026408195496
5739.099373340607,-3465.20601,6446.990772008896
0,0,0
6026.330248,-3689.278859,6794.952213525772
6061.616178452969,-3736.495067,6847.631634950638
0,0,0
6105.201743841171,-3815.25436,6923.185015678406
6108.719737827778,-3843.563542,6940.513772726059
